X,Y,OBJECTID,ID,IsNTMT,STREET,BLOCKNUM,BLOCKDIR,CROSSSTREET,CROSSBLOCK,CROSSBLOCKDIR,COUNTDATE,VOLUME,COUNTTYPE,DIRECTION,DESCRIPTION,DISTRICT,COUNTSTATION,BUDGETYR,COMMENTS,VERIFIEDON,AVG_SPEED
625569.234580051,856866.669947505,27677,15016,0,47TH AVE,10800,S,OLNEY DR,10800,S,2016/11/30 07:00:00+00,124,MID2,North Bound,Volume Map,8,6482,2017,,2016/12/19 16:40:14+00,
620296.625,860787.171259843,27678,15017,0,55TH AVE,5500,W,DOBBINS RD,9200,S,2016/11/30 07:00:00+00,697,MID2,South Bound,Volume Map,8,1529,2017,,2016/12/19 16:41:21+00,
620360.738845143,860787.010826774,27679,15017,0,55TH AVE,5500,W,SOUTH MOUNTAIN AVE,8400,S,2016/11/30 07:00:00+00,805,MID2,North Bound,Volume Map,8,1529,2017,,2016/12/19 16:41:21+00,
617654.528871391,856784.291338585,27680,15018,0,59TH AVE,5900,W,ELLIOT RD,10800,S,2016/11/30 07:00:00+00,296,MID2,South Bound,Volume Map,8,5423,2017,,2016/12/19 16:41:43+00,
617685.062992126,856784.212270342,27681,15018,0,59TH AVE,5900,W,DOBBINS RD,9200,S,2016/11/30 07:00:00+00,181,MID2,North Bound,Volume Map,8,5423,2017,,2016/12/19 16:41:43+00,
610082.203412075,866581.432742782,27682,15019,0,71ST AVE,7100,W,BASELINE RD,7600,S,2016/11/30 07:00:00+00,639,MID2,South Bound,Volume Map,7,1511,2017,,2016/12/19 16:44:10+00,
610124.938320208,866581.311679788,27683,15019,0,71ST AVE,7100,W,VINEYARD RD,6800,S,2016/11/30 07:00:00+00,717,MID2,North Bound,Volume Map,7,1511,2017,,2016/12/19 16:44:10+00,
608929.293635171,867974.625,27684,15020,0,VINEYARD RD,6800,S,75TH AVE,7500,W,2016/11/30 07:00:00+00,1086,MID2,West Bound,Volume Map,7,4492,2017,,2016/12/19 16:44:57+00,
608950.566272967,867941.817257218,27685,15020,0,VINEYARD RD,6800,S,71ST AVE,7100,W,2016/11/30 07:00:00+00,606,MID2,East Bound,Volume Map,7,4492,2017,,2016/12/19 16:44:57+00,
609113.071850393,864994.162073493,27686,15021,0,BASELINE RD,7600,S,75TH AVE,7500,W,2016/12/06 07:00:00+00,4683,MID2,West Bound,Volume Map,7,4315,2017,,2016/12/19 16:45:59+00,
609112.822178479,864906.83858268,27687,15021,0,BASELINE RD,7600,S,71ST AVE,7100,W,2016/11/30 07:00:00+00,4107,MID2,East Bound,Volume Map,7,4315,2017,,2016/12/19 16:45:59+00,
609353.164698161,863548.991141729,27688,15022,0,MEADOWS LOOP W,7100,W,BASELINE,7300,W,2016/11/30 07:00:00+00,347,MID2,West Bound,Volume Map,7,1510,2017,,2016/12/19 16:47:00+00,
609334.723753281,863505.381561682,27689,15022,0,MEADOWS LOOP W,7100,W,71ST AVE,7100,W,2016/11/30 07:00:00+00,307,MID2,East Bound,Volume Map,7,1510,2017,,2016/12/19 16:47:00+00,
608839.795603674,886764.221456692,27690,15023,0,BUCKEYE RD,1200,S,75TH AVE,7500,W,2016/12/06 07:00:00+00,10091,MID2,West Bound,Volume Map,7,6309,2017,,2016/12/19 16:50:16+00,
608412.519356955,886696.319881886,27691,15023,0,BUCKEYE RD,1200,S,71ST AVE,7100,W,2016/12/06 07:00:00+00,10640,MID2,East Bound,Volume Map,7,6309,2017,,2016/12/19 16:50:16+00,
604533.991141733,864967.55905512,27692,15024,0,BASELINE RD,7900,W,83RD AVE,8300,W,2016/11/30 07:00:00+00,2964,MID2,West Bound,Volume Map,7,5267,2017,,2016/12/19 16:53:05+00,
604533.903871391,864938.451443568,27693,15024,0,BASELINE RD,7900,W,79TH AVE,7900,W,2016/11/30 07:00:00+00,2670,MID2,East Bound,Volume Map,7,5267,2017,,2016/12/19 16:53:05+00,
641291.729002625,954095.612532809,27698,15027,0,23RD AVE,2300,W,ACOMA DR,14600,N,2016/12/13 07:00:00+00,1254,MID2,South Bound,Special,3,3058,2017,,2016/12/19 16:54:10+00,30
641322.081364829,954048.253937006,27699,15027,0,23RD AVE,2300,W,GREENWAY RD,15400,N,2016/12/13 07:00:00+00,854,MID2,North Bound,Special,3,3058,2017,,2016/12/19 16:54:10+00,30
639918.892388452,952515.401902884,27700,15028,0,ACOMA DR,14600,N,24TH LN,2430,W,2016/12/13 07:00:00+00,249,MID2,West Bound,Special,3,5377,2017,,2016/12/19 16:55:58+00,27
639918.795275591,952464.46128609,27701,15028,0,ACOMA DR,14600,N,26TH AVE,2600,W,2016/12/13 07:00:00+00,251,MID2,East Bound,Special,3,5377,2017,,2016/12/19 16:55:58+00,27
640043.639435697,950881.425196849,27708,15032,0,26TH AVE,2500,W,REDFIELD RD,14020,N,2016/12/13 07:00:00+00,1702,MID2,South Bound,Special,3,4421,2017,,2016/12/19 17:01:54+00,29
640095.428149607,950899.520013124,27709,15032,0,26TH AVE,2500,W,HEARN RD,14100,N,2016/12/13 07:00:00+00,1399,MID2,North Bound,Special,3,4421,2017,,2016/12/19 17:01:54+00,29
597150.68011811,875684.21686352,27710,15034,0,BROADWAY RD,8700,W,91ST AVE,9100,W,2016/11/30 07:00:00+00,4131,MID2,West Bound,Volume Map,7,4326,2017,,2016/12/19 17:03:08+00,
597242.122703411,875651.174212597,27711,15034,0,BROADWAY RD,8700,W,87TH AVE,8700,W,2016/11/30 07:00:00+00,3354,MID2,East Bound,Volume Map,7,4326,2017,,2016/12/19 17:03:08+00,
614963.454396326,882646.590223096,27712,15035,0,63RD AVE,6300,W,LOWER BUCKEYE RD,2800,S,2016/11/30 07:00:00+00,1330,MID2,South Bound,Volume Map,7,4454,2017,,2016/12/19 17:03:31+00,
614987.86187664,882646.524934381,27713,15035,0,63RD AVE,6300,W,DURANGO ST,2000,S,2016/11/30 07:00:00+00,1160,MID2,North Bound,Volume Map,7,4454,2017,,2016/12/19 17:03:31+00,
591492.153871391,871889.858595803,27714,15036,0,99TH AVE,9900,W,SOUTHERN AVE,6000,S,2016/12/06 07:00:00+00,1044,MID2,South Bound,Volume Map,7,3482,2017,,2016/12/19 17:03:52+00,
591522.673556432,871889.754265092,27715,15036,0,99TH AVE,9900,W,MOBILE LN,5000,S,2016/12/06 07:00:00+00,1150,MID2,North Bound,Volume Map,7,3482,2017,,2016/12/19 17:03:52+00,
587108.227034122,883563.053149603,27718,15056,0,DURANGO ST,1850,S,107TH AVE,10700,W,2016/12/06 07:00:00+00,127,MID2,West Bound,Volume Map,7,1474,2017,,2017/01/04 13:57:11+00,
587107.980971128,883493.921259843,27719,15056,0,DURANGO ST,1850,S,105TH DR,10530,W,2016/12/06 07:00:00+00,177,MID2,East Bound,Volume Map,7,1474,2017,,2017/01/04 13:57:11+00,
601104.412401576,879215.589566931,27720,15057,0,LILY LN,8300,W,RILEY RD,8460,W,2016/12/06 07:00:00+00,774,MID2,West Bound,Volume Map,7,3446,2017,,2017/01/04 13:57:39+00,
601037.204724409,879190.329068244,27721,15057,0,LILY LN,8300,W,83RD AVE,8300,W,2016/12/06 07:00:00+00,715,MID2,East Bound,Volume Map,7,3446,2017,,2017/01/04 13:57:39+00,
603345.726377953,881762.937992126,27722,15058,0,81ST AVE,8100,W,MAGNOLIA ST,2600,S,2016/12/06 07:00:00+00,1076,MID2,South Bound,Volume Map,7,4523,2017,,2017/01/04 13:57:55+00,
603293.8585958,881763.096128605,27723,15058,0,81ST AVE,8100,W,LOWER BUCKEYE RD,2700,S,2016/12/06 07:00:00+00,931,MID2,North Bound,Volume Map,7,4523,2017,,2017/01/04 13:57:55+00,
599256.043963253,885210.443569556,27724,15059,0,87TH AVE,8700,W,COCOPAH ST,1700,S,2016/12/06 07:00:00+00,634,MID2,South Bound,Volume Map,7,3447,2017,,2017/01/04 13:58:22+00,
599286.551181104,885210.346784778,27725,15059,0,87TH AVE,8700,W,BUCKEYE RD,1200,S,2016/12/06 07:00:00+00,1182,MID2,North Bound,Volume Map,7,3447,2017,,2017/01/04 13:58:22+00,
600512.594816271,891905.052165352,27726,15060,0,VAN BUREN ST,300,N,87TH AVE,8700,W,2016/12/06 07:00:00+00,6339,MID2,West Bound,Volume Map,7,3319,2017,,2017/01/04 13:58:46+00,
600497.572834644,891977.870734908,27727,15060,0,VAN BUREN ST,300,N,83RD AVE,8300,W,2016/12/06 07:00:00+00,6742,MID2,East Bound,Volume Map,7,3319,2017,,2017/01/04 13:58:46+00,
596693.412401576,896440.004593179,27728,15061,0,91ST AVE,1600,N,MCDOWELL RD,1600,N,2016/12/06 07:00:00+00,12060,MID2,South Bound,Volume Map,5,6115,2017,,2017/01/04 13:59:02+00,
596797.09940945,896439.666666664,27729,15061,0,91ST AVE,1600,N,I10,1600,N,2016/12/06 07:00:00+00,12832,MID2,North Bound,Volume Map,5,6115,2017,,2017/01/04 13:59:02+00,
596740.498031497,890297.954724409,27730,15062,0,91ST AVE,300,N,HARRISON ST,350,N,2016/12/06 07:00:00+00,9561,MID2,South Bound,Volume Map,7,4126,2017,,2017/01/04 13:59:17+00,
596786.251312338,890297.805774279,27731,15062,0,91ST AVE,300,N,VAN BUREN ST,300,N,2016/12/06 07:00:00+00,8994,MID2,North Bound,Volume Map,7,4126,2017,,2017/01/04 13:59:17+00,
595799.176181104,891592.723425195,27732,15063,0,VAN BUREN ST,9100,W,95TH AVE,9500,W,2016/12/06 07:00:00+00,6189,MID2,West Bound,Volume Map,7,1323,2017,,2017/01/04 13:59:37+00,
595798.997047246,891538.145669289,27733,15063,0,VAN BUREN ST,9100,W,91ST AVE,9100,W,2016/12/06 07:00:00+00,6333,MID2,East Bound,Volume Map,7,1323,2017,,2017/01/04 13:59:37+00,
591403.784120735,892437.06824147,27734,15064,0,99TH AVE,300,N,ROOSEVELT ST,1000,N,2016/12/06 07:00:00+00,14719,MID2,South Bound,Volume Map,7,2114,2017,,2017/01/04 13:59:54+00,
591541.034776904,892436.598425195,27735,15064,0,99TH AVE,300,N,VAN BUREN ST,300,N,2016/12/06 07:00:00+00,14934,MID2,North Bound,Volume Map,7,2114,2017,,2017/01/04 13:59:54+00,
591541.247703411,914752.054133855,27736,15065,0,99TH AVE,6000,N,BETHANY HOME RD,6000,N,2016/12/06 07:00:00+00,4916,MID2,South Bound,Volume Map,5,4020,2017,,2017/01/04 14:00:12+00,
591608.300853018,914751.824146979,27737,15065,0,99TH AVE,6000,N,MISSOURI AVE,6000,N,2016/12/06 07:00:00+00,4650,MID2,North Bound,Volume Map,5,4020,2017,,2017/01/04 14:00:12+00,
596252.231627297,899545.148293965,27738,15067,0,ENCANTO BLVD,2300,N,93RD AVE,9350,W,2016/12/06 07:00:00+00,1586,MID2,West Bound,Volume Map,5,3409,2017,,2017/01/04 14:00:45+00,
596252.041010499,899486.93175853,27739,15067,0,ENCANTO BLVD,2300,N,91ST AVE,9100,W,2016/12/06 07:00:00+00,1549,MID2,East Bound,Volume Map,5,3409,2017,,2017/01/04 14:00:45+00,
602294.351377953,900970.447506562,27740,15068,0,VIRGINIA AVE,8100,W,83RD AVE,8300,W,2016/12/06 07:00:00+00,1204,MID2,West Bound,Volume Map,7,3493,2017,,2017/01/04 14:01:01+00,
602294.194225721,900919.507874019,27741,15068,0,VIRGINIA AVE,8100,W,81ST DR,8100,W,2016/12/06 07:00:00+00,1717,MID2,East Bound,Volume Map,7,3493,2017,,2017/01/04 14:01:01+00,
672957.126312338,980374.319553807,27752,15077,0,BLACK MOUNTAIN BLVD,4200,E,DEER VALLEY RD,21800,N,2017/01/25 07:00:00+00,1644,MID2,South Bound,Special,2,3486,2017,,2017/01/30 20:51:01+00,53
673042.288057745,980374.246391073,27753,15077,0,BLACK MOUNTAIN BLVD,4200,E,RANCHO PALOMA DR,33400,N,2017/01/25 07:00:00+00,2378,MID2,North Bound,Special,2,3486,2017,,2017/01/30 20:51:01+00,53
686546.669947505,909427.702427819,27758,15081,0,56TH ST,5600,E,EXETER BLVD,4300,N,2017/01/18 07:00:00+00,4791,MID2,South Bound,Volume Map,6,2090,2017,,2017/01/25 20:11:22+00,35
686583.25,909427.686679788,27759,15081,0,56TH ST,5600,E,CAMELBACK RD,4500,N,2017/01/18 07:00:00+00,4239,MID2,North Bound,Volume Map,6,2090,2017,,2017/01/25 20:11:22+00,35
686518.67093176,908103.290682413,27760,15082,0,56TH ST,5600,E,INDIAN SCHOOL RD,3500,N,2017/01/18 07:00:00+00,5035,MID2,South Bound,Volume Map,6,2090,2017,,2017/01/25 20:11:43+00,41
686591.833989501,908103.259514436,27761,15082,0,56TH ST,5600,E,EXETER BLVD,4300,N,2017/01/18 07:00:00+00,4425,MID2,North Bound,Volume Map,6,2090,2017,,2017/01/25 20:11:43+00,41
686511.913385827,906553.282152228,27762,15083,0,56TH ST,5600,E,INDIAN SCHOOL RD,3500,N,2017/01/18 07:00:00+00,6837,MID2,South Bound,Volume Map,6,6088,2017,,2017/01/25 20:12:10+00,37
686557.642716534,906553.262467191,27763,15083,0,56TH ST,5600,E,LAFAYETTE BLVD,4100,N,2017/01/18 07:00:00+00,6279,MID2,North Bound,Volume Map,6,6088,2017,,2017/01/25 20:12:10+00,37
688149.351377953,907439.334973752,27766,15087,1,LAFAYETTE BLVD,4100,N,58TH ST,5770,E,2017/01/24 07:00:00+00,1930,MID2,West Bound,Cut Thru Traffic,6,1268,2017,,2017/01/30 14:17:41+00,36
688149.3585958,907458.619094491,27767,15087,1,LAFAYETTE BLVD,4100,N,58TH PL,5840,E,2017/01/24 07:00:00+00,1847,MID2,East Bound,Cut Thru Traffic,6,1268,2017,,2017/01/30 14:17:41+00,36
690042.519356955,907538.014435694,27768,15088,1,LAFAYETTE BLVD,4100,N,61ST ST,6100,E,2017/01/24 07:00:00+00,1638,MID2,West Bound,Cut Thru Traffic,6,4277,2017,,2017/01/30 14:20:57+00,35
690042.503280841,907487.07513123,27769,15088,1,LAFAYETTE BLVD,4100,N,62ND ST,6200,E,2017/01/24 07:00:00+00,1616,MID2,East Bound,Cut Thru Traffic,6,4277,2017,,2017/01/30 14:20:57+00,35
652059.377296589,932627.863845147,27770,15089,0,CENTRAL AVE,0,E,RUTH AVE,8700,N,2017/01/24 07:00:00+00,7300,MID2,South Bound,Special,"3, 6",3168,2017,,2017/01/30 14:22:27+00,37
652150.760498688,932627.725065619,27771,15089,0,CENTRAL AVE,0,E,ALICE AVE,8800,N,2017/01/24 07:00:00+00,7201,MID2,North Bound,Special,"3, 6",3168,2017,,2017/01/30 14:22:27+00,37
652070.967847768,930230.024606302,27772,15090,0,CENTRAL AVE,0,W,GRISWOLD RD,8200,N,2017/01/24 07:00:00+00,7801,MID4,South Bound,Special,"3, 6",4177,2017,,2017/01/30 14:23:51+00,44
652070.967847768,930230.024606302,27773,15090,0,CENTRAL AVE,0,W,CASA HERMOSA DR,8230,N,2017/01/24 07:00:00+00,7801,MID4,South Bound,Special,"3, 6",4177,2017,,2017/02/16 14:04:43+00,44
652131.900262468,930233.570866145,27774,15090,0,CENTRAL AVE,0,W,GRISWOLD RD,8200,N,2017/01/24 07:00:00+00,7516,MID4,North Bound,Special,"3, 6",4177,2017,,2017/01/30 14:23:51+00,44
652131.900262468,930233.570866145,27775,15090,0,CENTRAL AVE,0,W,CASA HERMOSA DR,8230,N,2017/01/24 07:00:00+00,7516,MID4,North Bound,Special,"3, 6",4177,2017,,2017/02/16 14:04:43+00,44
652063.900262468,931594.500984251,27776,15091,0,CENTRAL AVE,0,W,BUTLER DR,8500,N,2017/01/24 07:00:00+00,7434,MID2,South Bound,Special,"3, 6",3168,2017,,2017/01/30 14:25:10+00,40
652140.055446193,931594.385498688,27777,15091,0,CENTRAL AVE,0,W,ORCHID LN,8600,N,2017/01/24 07:00:00+00,7328,MID2,North Bound,Special,"3, 6",3168,2017,,2017/01/30 14:25:10+00,40
645465.598425198,931481.497047246,27784,15095,1,BUTLER DR,8500,N,17TH AVE,1690,W,2017/01/23 07:00:00+00,929,MID2,West Bound,Cut Thru Traffic,5,6244,2017,,2017/01/30 14:33:54+00,30
645465.472769029,931408.725721784,27785,15095,1,BUTLER DR,8500,N,17TH DR,1730,W,2017/01/23 07:00:00+00,723,MID2,East Bound,Cut Thru Traffic,5,6244,2017,,2017/01/30 14:33:54+00,30
622863.126312338,852768.916666664,27786,15096,0,51ST AVE,5100,W,ESTRELLA DR,12400,S,2017/01/17 07:00:00+00,6828,MID2,South Bound,Volume Map,6,1368,2017,,2017/01/30 14:35:18+00,
622911.987204723,852768.798556432,27787,15096,0,51ST AVE,5100,W,ELLIOT RD,10800,S,2017/01/17 07:00:00+00,7375,MID2,North Bound,Volume Map,6,1368,2017,,2017/01/30 14:35:18+00,
673094.894028872,977874.453083992,27790,15099,0,BLACK MOUNTAIN BLVD,3690,E,DEER VALLEY RD,21800,N,2017/01/25 07:00:00+00,2228,MID2,South Bound,Special,2,3486,2017,,2017/01/30 20:52:22+00,48
673128.353018373,977874.424212597,27791,15099,0,BLACK MOUNTAIN BLVD,3690,E,ROUGH RIDER RD,22500,N,2017/01/25 07:00:00+00,2870,MID2,North Bound,Special,2,3486,2017,,2017/01/30 20:52:22+00,48
637095.234251969,904255.136154853,27792,15103,0,GRAND AVE,3000,W,THOMAS RD,2730,W,2017/01/31 07:00:00+00,20061,MID2,West Bound,Volume Map,4,6001,2017,,2017/02/02 21:32:36+00,
637015.841207348,904193.438976377,27793,15103,0,GRAND AVE,3000,W,OSBORN RD,3000,W,2017/01/31 07:00:00+00,22108,MID2,East Bound,Volume Map,4,6001,2017,,2017/02/02 21:32:36+00,
630557.754265092,910876.411089242,27794,15104,0,GRAND AVE,4270,W,39TH AVE,3900,W,2017/01/31 07:00:00+00,24518,MID2,West Bound,Volume Map,5,1002,2017,,2017/02/02 21:47:14+00,
630490.517716534,910796.510498688,27795,15104,0,GRAND AVE,4270,W,CAMELBACK RD,4180,W,2017/01/31 07:00:00+00,26129,MID2,East Bound,Volume Map,5,1002,2017,,2017/02/02 21:47:14+00,
638848.034776904,881969.38976378,27800,15109,0,27TH AVE,2700,W,LOWER BUCKEYE RD,2800,S,2017/02/01 07:00:00+00,4824,MID2,North Bound,Special,7,1117,2017,,2017/02/06 14:33:54+00,39
638783.804790027,883468.578083992,27801,15110,0,27TH AVE,2700,W,DURANGO ST,2000,S,2017/02/01 07:00:00+00,5325,MID2,South Bound,Special,7,1117,2017,,2017/02/06 14:37:46+00,43
638868.415682416,883046.348097116,27802,15110,0,27TH AVE,2700,W,LOWER BUCKEYE RD,2800,S,2017/02/01 07:00:00+00,4996,MID2,North Bound,Special,7,1117,2017,,2017/02/06 14:37:46+00,43
638792.938976377,885040.395997375,27803,15111,0,27TH AVE,2700,W,BUCKEYE RD,1200,S,2017/02/01 07:00:00+00,3528,MID2,South Bound,Special,7,4118,2017,,2017/02/06 14:39:59+00,36
638838.699475065,885040.307742782,27804,15111,0,27TH AVE,2700,W,DURANGO ST,2000,S,2017/02/01 07:00:00+00,4943,MID2,North Bound,Special,7,4118,2017,,2017/02/06 14:39:59+00,36
648301.229330707,899537.512467191,27805,15112,1,ENCANTO BLVD,2300,N,ENCANTO DR,800,W,2017/02/01 07:00:00+00,1055,MID2,West Bound,Speed Hump,4,5321,2017,,2017/02/16 14:00:25+00,31
648301.157808401,899493.850393698,27806,15112,1,ENCANTO BLVD,2300,N,11TH AVE,1100,W,2017/02/01 07:00:00+00,1527,MID2,East Bound,Speed Hump,4,5321,2017,,2017/02/16 14:00:25+00,31
641764.991469815,946635.576771654,27809,15114,1,23RD AVE,2300,W,WINDROSE DR,12700,N,2017/02/03 07:00:00+00,334,MID2,South Bound,Cut Thru Traffic,3,5443,2017,,2017/02/16 14:03:21+00,27
641789.34940945,946635.531824149,27810,15114,1,23RD AVE,2300,W,ASTER DR,12800,N,2017/02/03 07:00:00+00,350,MID2,North Bound,Cut Thru Traffic,3,5443,2017,,2017/02/16 14:03:21+00,27
685779.657480314,1013048.42552494,27813,15116,1,DOVE VALLEY RD,32930,N,52ND PL,5370,E,2017/02/07 07:00:00+00,2028,MID2,West Bound,Classification,2,3474,2017,,2017/02/16 14:03:59+00,25
685779.637795277,1013004.76115485,27814,15116,1,DOVE VALLEY RD,32930,N,56TH ST,5600,E,2017/02/07 07:00:00+00,1748,MID2,East Bound,Classification,2,3474,2017,,2017/02/16 14:03:59+00,25
636550.583989501,904802.004593179,27817,15118,0,GRAND AVE,3520,W,OSBORN RD,3000,W,2017/02/07 07:00:00+00,21111,MID2,West Bound,Volume Map,4,3001,2017,,2017/02/16 14:05:13+00,
636483.350065615,904722.091535434,27818,15118,0,GRAND AVE,3520,W,INDIAN SCHOOL RD,3520,W,2017/02/07 07:00:00+00,23171,MID2,East Bound,Volume Map,4,3001,2017,,2017/02/16 14:05:13+00,
631427.674868766,910012.175853021,27819,15119,0,GRAND AVE,4500,N,35TH AVE,3500,W,2017/02/07 07:00:00+00,24300,MID2,West Bound,Volume Map,5,4002,2017,,2017/02/16 14:05:54+00,
631354.326115485,909925.009514436,27820,15119,0,GRAND AVE,4500,N,39TH AVE,3900,W,2017/02/07 07:00:00+00,25412,MID2,East Bound,Volume Map,5,4002,2017,,2017/02/16 14:05:54+00,
614938.049868766,879997.812664039,27821,15120,0,63RD AVE,6300,W,ELWOOD ST,3500,S,2017/01/24 07:00:00+00,1425,MID2,South Bound,Volume Map,7,1473,2017,,2017/02/16 14:06:19+00,
614971.612860892,879997.722769029,27822,15120,0,63RD AVE,6300,W,LOWER BUCKEYE RD,2800,S,2017/01/24 07:00:00+00,1116,MID2,North Bound,Volume Map,7,1473,2017,,2017/02/16 14:06:19+00,
628188.808398951,882410.148622051,27823,15121,0,43RD AVE,2800,S,LOWER BUCKEYE RD,2800,S,2017/01/17 07:00:00+00,6476,MID2,South Bound,Volume Map,7,2109,2017,,2017/02/16 14:06:40+00,
628292.770997375,882511.79199475,27824,15121,0,43RD AVE,2800,S,CANAL,2800,S,2017/01/17 07:00:00+00,5955,MID2,North Bound,Volume Map,7,2109,2017,,2017/02/16 14:06:40+00,
632500.668307088,881370.986220472,27825,15122,0,LOWER BUCKEYE RD,2800,S,39TH AVE,3900,W,2017/01/17 07:00:00+00,9909,MID2,West Bound,Volume Map,7,2304,2017,,2017/02/16 14:06:59+00,
632500.490157481,881287.300853021,27826,15122,0,LOWER BUCKEYE RD,2800,S,35TH AVE,3500,W,2017/01/17 07:00:00+00,11704,MID2,East Bound,Volume Map,7,2304,2017,,2017/02/16 14:06:59+00,
631011.177821521,973172.024934381,27831,15126,0,39TH AVE,3900,W,MOHAWK LN,20600,N,2017/02/08 07:00:00+00,475,MID2,South Bound,Volume Map,1,4478,2017,,2017/02/16 14:16:54+00,31
631056.811023623,973171.92486877,27832,15126,0,39TH AVE,3900,W,ROSE GARDEN LN,20900,N,2017/02/08 07:00:00+00,277,MID2,North Bound,Volume Map,1,4478,2017,,2017/02/16 14:16:54+00,31
631025.726377953,975642.643700786,27833,15127,0,39TH AVE,3900,W,FIREHAWK DR,21700,N,2017/02/08 07:00:00+00,825,MID2,South Bound,Volume Map,1,5450,2017,,2017/02/16 14:18:12+00,34
631062.229986876,975642.563320212,27834,15127,0,39TH AVE,3900,W,DEER VALLEY RD,21800,N,2017/02/08 07:00:00+00,682,MID2,North Bound,Volume Map,1,5450,2017,,2017/02/16 14:18:12+00,34
623995.695866141,884508.424540684,27841,15132,0,MOHAVE ST,1800,S,47TH AVE,4700,W,2017/01/17 07:00:00+00,884,MID2,West Bound,Volume Map,7,2503,2017,,2017/02/21 21:29:04+00,
623995.661089238,884493.870406821,27842,15132,0,MOHAVE ST,1800,S,51ST AVE,5100,W,2017/01/17 07:00:00+00,893,MID2,East Bound,Volume Map,7,2503,2017,,2017/02/21 21:29:04+00,
636134.261482939,885806.085958004,27843,15133,0,31ST AVE,3100,W,DURANGO ST,2000,S,2017/01/17 07:00:00+00,1216,MID2,South Bound,Volume Map,7,3112,2017,,2017/02/21 21:28:20+00,
636192.223425198,885805.969160102,27844,15133,0,31ST AVE,3100,W,BUCKEYE RD,1200,S,2017/01/17 07:00:00+00,1130,MID2,North Bound,Volume Map,7,3112,2017,,2017/02/21 21:28:20+00,
628255.97047244,878378.527230971,27849,15134,0,43RD AVE,4300,W,BROADWAY RD,4400,S,2017/01/17 07:00:00+00,807,MID2,South Bound,Volume Map,7,3113,2017,,2017/03/01 21:36:40+00,
628329.235564303,878392.915682413,27850,15134,0,43RD AVE,4300,W,ELWOOD ST,3500,S,2017/01/17 07:00:00+00,547,MID2,North Bound,Volume Map,7,3113,2017,,2017/03/01 21:36:40+00,
644213.042650919,874053.05675853,27859,15146,0,19TH AVE,1900,W,ROESER RD,5200,S,2017/01/17 07:00:00+00,11496,MID2,South Bound,Volume Map,"7, 8",4086,2017,,2017/03/01 21:37:29+00,
644289.336614173,874052.922572181,27860,15146,0,19TH AVE,1900,W,BROADWAY RD,4400,S,2017/01/17 07:00:00+00,11179,MID2,North Bound,Volume Map,"7, 8",4086,2017,,2017/03/01 21:37:29+00,
639000.256233595,869088.827755906,27861,15147,0,27TH AVE,2700,W,VINEYARD RD,6800,S,2017/01/17 07:00:00+00,2371,MID2,South Bound,Volume Map,8,4115,2017,,2017/03/01 21:37:46+00,
639097.927493438,869088.640419945,27862,15147,0,27TH AVE,2700,W,SOUTHERN AVE,6000,S,2017/01/17 07:00:00+00,3054,MID2,North Bound,Volume Map,8,4115,2017,,2017/03/01 21:37:46+00,
670287.74835958,910413.918307088,27867,15151,1,CAMPBELL AVE,4500,N,30TH ST,3000,E,2017/02/27 07:00:00+00,4103,MID2,West Bound,Cut Thru Traffic,6,7026,2017,,2017/03/06 19:47:03+00,28
670287.700787403,910362.979002625,27868,15151,1,CAMPBELL AVE,4500,N,32ND ST,3200,E,2017/02/27 07:00:00+00,2954,MID2,East Bound,Cut Thru Traffic,6,7026,2017,,2017/03/06 19:47:03+00,28
618936.897965878,886656.762139104,27869,15152,0,BUCKEYE RD,1200,S,59TH AVE,5900,W,2017/01/17 07:00:00+00,13237,MID2,West Bound,Volume Map,7,4334,2017,,2017/03/06 19:47:50+00,
619150.223097112,886572.531496063,27870,15152,0,BUCKEYE RD,1200,S,55TH AVE,5500,W,2017/01/17 07:00:00+00,12687,MID2,East Bound,Volume Map,7,4334,2017,,2017/03/06 19:47:50+00,
646910.44324147,872014.52034121,27871,15153,0,15TH AVE,1500,W,SOUTHERN AVE,6000,S,2017/01/17 07:00:00+00,2039,MID2,South Bound,Volume Map,7,5075,2017,,2017/03/06 19:48:12+00,
646971.481955379,872014.418307088,27872,15153,0,15TH AVE,1500,W,ROESER RD,5200,S,2017/01/17 07:00:00+00,1843,MID2,North Bound,Volume Map,7,5075,2017,,2017/03/06 19:48:12+00,
629156.200787403,886614.099081367,27873,15154,0,BUCKEYE RD,1200,S,43RD AVE,4300,W,2017/01/17 07:00:00+00,13569,MID2,West Bound,Volume Map,7,5291,2017,,2017/03/06 19:48:26+00,
629888.131889764,886521.509842522,27874,15154,0,BUCKEYE RD,1200,S,39TH AVE,3900,W,2017/01/24 07:00:00+00,12540,MID2,East Bound,Volume Map,7,5291,2017,,2017/03/06 19:48:26+00,
